id,image_id,user_id,"created_at","updated_at"
83,83,3,"2017-05-03 14:18:09","2017-05-03 14:18:09"
85,85,3,"2017-05-04 20:00:07","2017-05-04 20:00:07"
87,87,3,"2017-05-08 21:30:19","2017-05-08 21:30:19"
88,88,3,"2017-05-08 21:31:05","2017-05-08 21:31:05"
90,90,4,"2017-05-17 13:35:23","2017-05-17 13:35:23"
96,96,4,"2017-05-23 14:56:10","2017-05-23 14:56:10"
97,97,3,"2017-05-23 16:17:47","2017-05-23 16:17:47"
98,98,3,"2017-05-23 16:20:08","2017-05-23 16:20:08"
101,101,3,"2017-05-23 16:48:57","2017-05-23 16:48:57"
102,102,3,"2017-05-23 16:49:27","2017-05-23 16:49:27"
103,103,3,"2017-05-23 16:53:03","2017-05-23 16:53:03"
104,104,3,"2017-05-23 18:10:07","2017-05-23 18:10:07"
106,106,3,"2017-05-23 18:11:56","2017-05-23 18:11:56"
107,107,3,"2017-05-23 18:16:55","2017-05-23 18:16:55"
109,109,9,"2017-05-23 19:51:26","2017-05-23 19:51:26"
110,110,3,"2017-05-24 14:48:07","2017-05-24 14:48:07"
112,112,3,"2017-05-24 15:24:29","2017-05-24 15:24:29"
118,118,2,"2017-05-24 16:02:20","2017-05-24 16:02:20"
119,119,9,"2017-05-24 19:23:13","2017-05-24 19:23:13"
120,120,9,"2017-05-24 19:26:07","2017-05-24 19:26:07"
121,121,9,"2017-05-24 20:15:04","2017-05-24 20:15:04"
122,122,9,"2017-05-24 20:15:37","2017-05-24 20:15:37"
123,123,9,"2017-05-24 20:16:28","2017-05-24 20:16:28"
124,124,9,"2017-05-24 20:39:34","2017-05-24 20:39:34"
125,125,9,"2017-05-24 20:40:30","2017-05-24 20:40:30"
126,126,3,"2017-05-24 20:46:03","2017-05-24 20:46:03"
127,127,2,"2017-05-24 22:08:52","2017-05-24 22:08:52"
128,128,3,"2017-05-25 13:35:43","2017-05-25 13:35:43"
130,130,3,"2017-05-25 14:05:11","2017-05-25 14:05:11"
132,132,3,"2017-05-25 18:44:55","2017-05-25 18:44:55"
133,133,3,"2017-05-25 18:49:05","2017-05-25 18:49:05"
134,134,3,"2017-05-25 18:53:35","2017-05-25 18:53:35"
135,135,9,"2017-05-25 19:23:49","2017-05-25 19:23:49"
136,136,9,"2017-05-25 19:23:59","2017-05-25 19:23:59"
137,137,9,"2017-05-25 19:24:09","2017-05-25 19:24:09"
138,138,9,"2017-05-25 19:28:23","2017-05-25 19:28:23"
139,139,85,"2017-05-25 20:31:40","2017-05-25 20:31:40"
140,140,9,"2017-05-25 22:00:56","2017-05-25 22:00:56"
141,141,9,"2017-05-25 22:03:05","2017-05-25 22:03:05"
142,142,9,"2017-05-25 22:03:20","2017-05-25 22:03:20"
143,143,9,"2017-05-25 22:03:34","2017-05-25 22:03:34"
144,144,3,"2017-05-26 14:13:00","2017-05-26 14:13:00"
145,145,3,"2017-05-26 14:16:42","2017-05-26 14:16:42"
146,146,9,"2017-05-26 14:57:00","2017-05-26 14:57:00"
147,147,9,"2017-05-26 15:16:32","2017-05-26 15:16:32"
148,148,66,"2017-05-26 19:40:07","2017-05-26 19:40:07"
150,150,66,"2017-05-28 13:57:50","2017-05-28 13:57:50"
151,151,66,"2017-05-28 14:28:39","2017-05-28 14:28:39"
152,152,66,"2017-05-28 14:34:11","2017-05-28 14:34:11"
153,153,66,"2017-05-28 14:34:23","2017-05-28 14:34:23"
154,154,66,"2017-05-29 14:41:19","2017-05-29 14:41:19"
155,155,66,"2017-05-29 15:04:12","2017-05-29 15:04:12"
156,156,66,"2017-05-29 15:08:44","2017-05-29 15:08:44"
157,157,66,"2017-05-29 15:12:34","2017-05-29 15:12:34"
158,158,77,"2017-05-30 22:03:28","2017-05-30 22:03:28"
159,159,77,"2017-05-30 22:06:44","2017-05-30 22:06:44"
160,160,2,"2017-05-31 20:06:00","2017-05-31 20:06:00"
161,161,7,"2017-06-01 18:23:48","2017-06-01 18:23:48"
162,162,7,"2017-06-01 18:24:25","2017-06-01 18:24:25"
165,165,7,"2017-06-05 01:33:30","2017-06-05 01:33:30"
166,166,7,"2017-06-05 01:35:52","2017-06-05 01:35:52"
167,167,7,"2017-06-05 01:36:36","2017-06-05 01:36:36"
168,168,7,"2017-06-05 01:37:19","2017-06-05 01:37:19"
169,169,7,"2017-06-05 01:37:44","2017-06-05 01:37:44"
170,170,7,"2017-06-05 01:38:07","2017-06-05 01:38:07"
171,171,7,"2017-06-05 01:38:48","2017-06-05 01:38:48"
172,172,7,"2017-06-05 01:53:17","2017-06-05 01:53:17"
173,173,7,"2017-06-05 12:46:05","2017-06-05 12:46:05"
174,174,7,"2017-06-05 12:47:30","2017-06-05 12:47:30"
175,175,7,"2017-06-05 21:40:49","2017-06-05 21:40:49"
177,177,7,"2017-06-06 17:16:17","2017-06-06 17:16:17"
178,178,7,"2017-06-06 18:36:23","2017-06-06 18:36:23"
179,179,30,"2017-06-06 18:42:26","2017-06-06 18:42:26"
180,180,30,"2017-06-06 18:48:16","2017-06-06 18:48:16"
181,181,16,"2017-06-06 19:03:57","2017-06-06 19:03:57"
182,182,16,"2017-06-06 19:05:58","2017-06-06 19:05:58"
183,183,16,"2017-06-06 19:27:17","2017-06-06 19:27:17"
184,184,16,"2017-06-06 19:33:10","2017-06-06 19:33:10"
185,185,16,"2017-06-06 19:39:49","2017-06-06 19:39:49"
186,186,108,"2017-06-06 19:56:53","2017-06-06 19:56:53"
187,187,108,"2017-06-06 19:59:10","2017-06-06 19:59:10"
188,188,112,"2017-06-06 20:10:06","2017-06-06 20:10:06"
189,189,112,"2017-06-06 20:16:07","2017-06-06 20:16:07"
190,190,112,"2017-06-06 20:17:31","2017-06-06 20:17:31"
191,191,111,"2017-06-06 21:17:05","2017-06-06 21:17:05"
192,192,5,"2017-06-07 15:37:15","2017-06-07 15:37:15"
193,193,70,"2017-06-08 20:09:03","2017-06-08 20:09:03"
194,194,117,"2017-06-12 15:38:48","2017-06-12 15:38:48"
195,195,117,"2017-06-12 16:06:14","2017-06-12 16:06:14"
198,198,2,"2017-06-13 14:34:35","2017-06-13 14:34:35"
199,199,2,"2017-06-13 14:36:46","2017-06-13 14:36:46"
200,200,2,"2017-06-13 14:37:42","2017-06-13 14:37:42"
201,201,32,"2017-06-13 20:20:38","2017-06-13 20:20:38"
202,202,124,"2017-06-15 17:05:57","2017-06-15 17:05:57"
203,203,66,"2017-06-16 15:04:55","2017-06-16 15:04:55"
204,204,66,"2017-06-16 15:07:02","2017-06-16 15:07:02"
205,205,30,"2017-06-17 01:37:06","2017-06-17 01:37:06"
206,206,30,"2017-06-17 01:38:28","2017-06-17 01:38:28"
207,207,30,"2017-06-17 01:38:53","2017-06-17 01:38:53"
208,208,30,"2017-06-17 01:40:00","2017-06-17 01:40:00"
209,209,30,"2017-06-17 01:49:59","2017-06-17 01:49:59"
210,210,30,"2017-06-17 01:50:20","2017-06-17 01:50:20"
211,211,30,"2017-06-17 01:50:36","2017-06-17 01:50:36"
212,212,30,"2017-06-17 02:15:00","2017-06-17 02:15:00"
213,213,30,"2017-06-17 02:22:20","2017-06-17 02:22:20"
214,214,30,"2017-06-17 02:44:37","2017-06-17 02:44:37"
215,215,30,"2017-06-17 03:17:11","2017-06-17 03:17:11"
216,216,103,"2017-06-20 19:12:41","2017-06-20 19:12:41"
217,217,103,"2017-06-20 19:16:39","2017-06-20 19:16:39"
218,218,122,"2017-06-20 20:30:54","2017-06-20 20:30:54"
219,219,117,"2017-06-21 18:05:47","2017-06-21 18:05:47"
220,220,103,"2017-06-21 18:56:05","2017-06-21 18:56:05"
221,221,103,"2017-06-21 20:46:42","2017-06-21 20:46:42"
222,222,98,"2017-06-26 15:37:50","2017-06-26 15:37:50"
223,223,98,"2017-06-26 15:44:55","2017-06-26 15:44:55"
224,224,98,"2017-06-26 16:30:07","2017-06-26 16:30:07"
225,225,98,"2017-06-26 17:09:27","2017-06-26 17:09:27"
226,226,28,"2017-06-27 16:01:00","2017-06-27 16:01:00"
227,227,28,"2017-06-27 17:07:23","2017-06-27 17:07:23"
228,228,31,"2017-06-27 17:46:00","2017-06-27 17:46:00"
229,229,31,"2017-06-27 17:47:11","2017-06-27 17:47:11"
230,230,31,"2017-06-27 17:49:52","2017-06-27 17:49:52"
231,231,31,"2017-06-27 17:55:06","2017-06-27 17:55:06"
232,232,31,"2017-06-28 17:07:21","2017-06-28 17:07:21"
233,233,31,"2017-06-28 17:12:18","2017-06-28 17:12:18"
234,234,88,"2017-06-28 18:13:39","2017-06-28 18:13:39"
235,235,88,"2017-06-28 18:22:27","2017-06-28 18:22:27"
236,236,138,"2017-06-29 20:53:05","2017-06-29 20:53:05"
237,237,138,"2017-06-30 19:10:35","2017-06-30 19:10:35"
238,238,138,"2017-06-30 19:25:28","2017-06-30 19:25:28"
239,239,138,"2017-06-30 19:28:35","2017-06-30 19:28:35"
240,240,138,"2017-06-30 19:35:30","2017-06-30 19:35:30"
241,241,138,"2017-06-30 19:39:38","2017-06-30 19:39:38"
242,242,138,"2017-06-30 21:06:13","2017-06-30 21:06:13"
243,243,32,"2017-07-05 17:57:07","2017-07-05 17:57:07"
244,244,117,"2017-07-05 18:53:00","2017-07-05 18:53:00"
245,245,117,"2017-07-05 18:53:50","2017-07-05 18:53:50"
246,246,79,"2017-07-05 19:22:55","2017-07-05 19:22:55"
247,247,154,"2017-07-05 20:41:05","2017-07-05 20:41:05"
248,248,154,"2017-07-05 20:41:05","2017-07-05 20:41:05"
249,249,154,"2017-07-05 20:42:42","2017-07-05 20:42:42"
250,250,79,"2017-07-07 19:06:13","2017-07-07 19:06:13"
251,251,160,"2017-07-07 19:57:02","2017-07-07 19:57:02"
252,252,160,"2017-07-07 19:57:48","2017-07-07 19:57:48"
253,253,4,"2017-07-10 19:49:58","2017-07-10 19:49:58"
254,254,4,"2017-07-10 19:51:11","2017-07-10 19:51:11"
255,255,4,"2017-07-10 19:51:43","2017-07-10 19:51:43"
256,256,4,"2017-07-10 19:52:03","2017-07-10 19:52:03"
257,257,4,"2017-07-10 19:52:35","2017-07-10 19:52:35"
258,258,4,"2017-07-10 19:53:04","2017-07-10 19:53:04"
259,259,4,"2017-07-10 19:53:40","2017-07-10 19:53:40"
260,260,4,"2017-07-10 19:54:54","2017-07-10 19:54:54"
261,261,4,"2017-07-10 19:55:15","2017-07-10 19:55:15"
262,262,4,"2017-07-10 19:55:51","2017-07-10 19:55:51"
263,263,4,"2017-07-10 19:57:42","2017-07-10 19:57:42"
265,265,109,"2017-07-11 13:14:48","2017-07-11 13:14:48"
266,266,109,"2017-07-11 13:27:18","2017-07-11 13:27:18"
268,268,160,"2017-07-11 15:01:59","2017-07-11 15:01:59"
269,269,4,"2017-07-11 15:39:55","2017-07-11 15:39:55"
270,270,4,"2017-07-11 15:42:43","2017-07-11 15:42:43"
271,271,4,"2017-07-11 15:44:52","2017-07-11 15:44:52"
272,272,4,"2017-07-11 15:47:42","2017-07-11 15:47:42"
273,273,136,"2017-07-11 17:13:34","2017-07-11 17:13:34"
274,274,136,"2017-07-11 17:38:11","2017-07-11 17:38:11"
275,275,136,"2017-07-11 17:57:17","2017-07-11 17:57:17"
276,276,164,"2017-07-11 22:43:10","2017-07-11 22:43:10"
278,278,2,"2017-07-12 02:58:58","2017-07-12 02:58:58"
279,279,2,"2017-07-12 03:18:42","2017-07-12 03:18:42"
280,280,2,"2017-07-12 03:22:27","2017-07-12 03:22:27"
281,281,2,"2017-07-12 15:59:34","2017-07-12 15:59:34"
285,285,160,"2017-07-12 16:19:07","2017-07-12 16:19:07"
287,287,2,"2017-07-12 16:30:31","2017-07-12 16:30:31"
292,292,162,"2017-07-12 16:48:41","2017-07-12 16:48:41"
293,293,162,"2017-07-12 16:50:50","2017-07-12 16:50:50"
294,294,162,"2017-07-12 16:52:50","2017-07-12 16:52:50"
295,295,162,"2017-07-12 16:55:39","2017-07-12 16:55:39"
296,296,162,"2017-07-12 16:59:25","2017-07-12 16:59:25"
297,297,162,"2017-07-12 17:01:08","2017-07-12 17:01:08"
298,298,162,"2017-07-12 17:02:26","2017-07-12 17:02:26"
299,299,162,"2017-07-12 17:04:28","2017-07-12 17:04:28"
300,300,162,"2017-07-12 17:05:51","2017-07-12 17:05:51"
301,301,162,"2017-07-12 17:10:21","2017-07-12 17:10:21"
302,302,162,"2017-07-12 17:18:15","2017-07-12 17:18:15"
303,303,162,"2017-07-12 17:31:35","2017-07-12 17:31:35"
307,307,2,"2017-07-12 17:46:48","2017-07-12 17:46:48"
308,308,2,"2017-07-12 17:48:36","2017-07-12 17:48:36"
310,310,2,"2017-07-12 18:13:19","2017-07-12 18:13:19"
311,311,2,"2017-07-12 18:14:59","2017-07-12 18:14:59"
312,312,2,"2017-07-12 19:24:09","2017-07-12 19:24:09"
313,313,162,"2017-07-12 20:26:34","2017-07-12 20:26:34"
314,314,162,"2017-07-12 20:30:59","2017-07-12 20:30:59"
315,315,162,"2017-07-12 20:47:33","2017-07-12 20:47:33"
316,316,164,"2017-07-12 22:32:09","2017-07-12 22:32:09"
317,317,164,"2017-07-12 22:35:21","2017-07-12 22:35:21"
318,318,164,"2017-07-12 22:49:54","2017-07-12 22:49:54"
319,319,164,"2017-07-12 23:12:01","2017-07-12 23:12:01"
320,320,164,"2017-07-12 23:13:07","2017-07-12 23:13:07"
321,321,164,"2017-07-12 23:21:46","2017-07-12 23:21:46"
322,322,164,"2017-07-12 23:24:50","2017-07-12 23:24:50"
323,323,164,"2017-07-12 23:27:33","2017-07-12 23:27:33"
324,324,160,"2017-07-13 13:56:30","2017-07-13 13:56:30"
325,325,160,"2017-07-13 15:16:13","2017-07-13 15:16:13"
326,326,160,"2017-07-13 15:41:02","2017-07-13 15:41:02"
327,327,29,"2017-07-13 15:55:13","2017-07-13 15:55:13"
328,328,2,"2017-07-13 16:17:56","2017-07-13 16:17:56"
329,329,164,"2017-07-13 19:20:29","2017-07-13 19:20:29"
330,330,164,"2017-07-13 19:23:43","2017-07-13 19:23:43"
331,331,4,"2017-07-14 00:03:06","2017-07-14 00:03:06"
332,332,3,"2017-07-17 19:19:13","2017-07-17 19:19:13"
333,333,168,"2017-07-18 14:57:31","2017-07-18 14:57:31"
334,334,2,"2017-07-20 19:07:08","2017-07-20 19:07:08"
335,335,164,"2017-07-21 18:26:07","2017-07-21 18:26:07"
336,336,164,"2017-07-21 19:12:00","2017-07-21 19:12:00"
337,337,164,"2017-07-21 19:15:17","2017-07-21 19:15:17"
338,338,77,"2017-07-23 21:27:44","2017-07-23 21:27:44"
339,339,167,"2017-07-24 20:26:36","2017-07-24 20:26:36"
340,340,167,"2017-07-24 20:27:04","2017-07-24 20:27:04"
341,341,167,"2017-07-24 20:29:07","2017-07-24 20:29:07"
342,342,29,"2017-07-25 21:45:21","2017-07-25 21:45:21"
343,343,29,"2017-07-25 22:06:01","2017-07-25 22:06:01"
344,344,29,"2017-07-25 22:08:45","2017-07-25 22:08:45"
345,345,87,"2017-07-28 04:42:48","2017-07-28 04:42:48"
346,346,145,"2017-08-02 00:38:54","2017-08-02 00:38:54"
347,347,174,"2017-08-02 17:01:07","2017-08-02 17:01:07"
348,348,174,"2017-08-02 17:03:14","2017-08-02 17:03:14"
349,349,30,"2017-08-02 19:08:31","2017-08-02 19:08:31"
350,350,145,"2017-08-02 20:33:18","2017-08-02 20:33:18"
351,351,156,"2017-08-03 18:40:20","2017-08-03 18:40:20"
352,352,175,"2017-08-03 21:22:55","2017-08-03 21:22:55"
353,353,175,"2017-08-04 18:34:39","2017-08-04 18:34:39"
354,354,175,"2017-08-04 18:58:26","2017-08-04 18:58:26"
355,355,175,"2017-08-04 19:12:05","2017-08-04 19:12:05"
356,356,175,"2017-08-04 20:40:09","2017-08-04 20:40:09"
357,357,183,"2017-08-07 18:50:18","2017-08-07 18:50:18"
358,358,183,"2017-08-07 18:58:57","2017-08-07 18:58:57"
359,359,183,"2017-08-07 19:06:13","2017-08-07 19:06:13"
360,360,183,"2017-08-07 19:10:41","2017-08-07 19:10:41"
361,361,156,"2017-08-07 20:17:59","2017-08-07 20:17:59"
362,362,186,"2017-08-07 22:33:01","2017-08-07 22:33:01"
363,363,134,"2017-08-10 01:08:15","2017-08-10 01:08:15"
364,364,134,"2017-08-10 01:10:11","2017-08-10 01:10:11"
365,365,134,"2017-08-10 01:25:42","2017-08-10 01:25:42"
366,366,177,"2017-08-11 17:12:16","2017-08-11 17:12:16"
367,367,177,"2017-08-11 17:16:44","2017-08-11 17:16:44"
368,368,77,"2017-08-11 17:18:11","2017-08-11 17:18:11"
369,369,177,"2017-08-11 17:18:58","2017-08-11 17:18:58"
370,370,177,"2017-08-11 17:21:08","2017-08-11 17:21:08"
371,371,177,"2017-08-11 17:28:02","2017-08-11 17:28:02"
372,372,177,"2017-08-11 19:25:19","2017-08-11 19:25:19"
373,373,177,"2017-08-11 19:30:44","2017-08-11 19:30:44"
374,374,77,"2017-08-11 20:55:34","2017-08-11 20:55:34"
375,375,177,"2017-08-11 21:41:37","2017-08-11 21:41:37"
376,376,177,"2017-08-11 21:44:07","2017-08-11 21:44:07"
377,377,136,"2017-08-14 17:28:13","2017-08-14 17:28:13"
378,378,186,"2017-08-14 19:49:50","2017-08-14 19:49:50"
379,379,186,"2017-08-14 19:59:38","2017-08-14 19:59:38"
380,380,108,"2017-08-14 22:40:25","2017-08-14 22:40:25"
381,381,192,"2017-08-15 17:45:19","2017-08-15 17:45:19"
382,382,192,"2017-08-15 17:53:14","2017-08-15 17:53:14"
383,383,192,"2017-08-15 17:55:25","2017-08-15 17:55:25"
384,384,192,"2017-08-15 17:56:51","2017-08-15 17:56:51"
385,385,192,"2017-08-15 17:58:08","2017-08-15 17:58:08"
386,386,192,"2017-08-15 18:10:03","2017-08-15 18:10:03"
387,387,193,"2017-08-15 19:25:04","2017-08-15 19:25:04"
388,388,101,"2017-08-15 20:23:59","2017-08-15 20:23:59"
389,389,30,"2017-08-16 03:09:41","2017-08-16 03:09:41"
390,390,30,"2017-08-16 06:07:49","2017-08-16 06:07:49"
391,391,30,"2017-08-16 06:14:51","2017-08-16 06:14:51"
392,392,181,"2017-08-17 05:33:41","2017-08-17 05:33:41"
393,393,175,"2017-08-17 17:39:01","2017-08-17 17:39:01"
394,394,175,"2017-08-21 15:50:49","2017-08-21 15:50:49"
395,395,175,"2017-08-21 16:12:26","2017-08-21 16:12:26"
396,396,30,"2017-08-21 23:59:04","2017-08-21 23:59:04"
397,397,30,"2017-08-22 00:03:05","2017-08-22 00:03:05"
398,398,55,"2017-08-22 23:17:51","2017-08-22 23:17:51"
399,399,55,"2017-08-22 23:49:51","2017-08-22 23:49:51"
400,400,196,"2017-08-28 00:00:52","2017-08-28 00:00:52"
401,401,186,"2017-08-29 17:25:18","2017-08-29 17:25:18"
402,402,186,"2017-08-29 17:46:48","2017-08-29 17:46:48"
403,403,198,"2017-09-01 00:33:35","2017-09-01 00:33:35"
404,404,29,"2017-09-07 19:17:47","2017-09-07 19:17:47"
405,405,206,"2017-09-07 20:23:39","2017-09-07 20:23:39"
406,406,206,"2017-09-07 20:26:12","2017-09-07 20:26:12"
407,407,206,"2017-09-08 01:01:56","2017-09-08 01:01:56"
408,408,30,"2017-09-08 01:08:10","2017-09-08 01:08:10"
409,409,103,"2017-09-11 21:33:20","2017-09-11 21:33:20"
410,410,103,"2017-09-11 21:36:07","2017-09-11 21:36:07"
411,411,103,"2017-09-11 21:39:56","2017-09-11 21:39:56"
412,412,16,"2017-09-14 13:02:45","2017-09-14 13:02:45"
413,413,108,"2017-09-15 20:30:40","2017-09-15 20:30:40"
414,414,145,"2017-09-16 00:25:22","2017-09-16 00:25:22"
415,415,70,"2017-09-16 02:06:28","2017-09-16 02:06:28"
416,416,70,"2017-09-16 02:14:18","2017-09-16 02:14:18"
417,417,70,"2017-09-16 02:25:38","2017-09-16 02:25:38"
418,418,64,"2017-09-18 19:23:14","2017-09-18 19:23:14"
419,419,213,"2017-09-19 15:37:50","2017-09-19 15:37:50"
420,420,213,"2017-09-19 15:40:22","2017-09-19 15:40:22"
421,421,108,"2017-09-22 19:31:37","2017-09-22 19:31:37"
422,422,87,"2017-09-22 20:37:16","2017-09-22 20:37:16"
423,423,87,"2017-09-24 19:29:57","2017-09-24 19:29:57"
424,424,87,"2017-09-24 20:48:11","2017-09-24 20:48:11"
425,425,87,"2017-09-24 21:11:00","2017-09-24 21:11:00"
426,426,87,"2017-09-24 22:19:07","2017-09-24 22:19:07"
427,427,87,"2017-09-24 23:07:39","2017-09-24 23:07:39"
428,428,87,"2017-09-24 23:10:56","2017-09-24 23:10:56"
429,429,87,"2017-09-24 23:18:27","2017-09-24 23:18:27"
430,430,87,"2017-09-25 02:23:30","2017-09-25 02:23:30"
431,431,87,"2017-09-25 02:33:46","2017-09-25 02:33:46"
432,432,184,"2017-09-27 17:33:15","2017-09-27 17:33:15"
433,433,184,"2017-09-27 17:35:07","2017-09-27 17:35:07"
434,434,184,"2017-09-27 18:01:12","2017-09-27 18:01:12"
435,435,184,"2017-09-27 18:10:41","2017-09-27 18:10:41"
436,436,184,"2017-09-27 18:16:47","2017-09-27 18:16:47"
437,437,145,"2017-09-28 01:41:14","2017-09-28 01:41:14"
438,438,145,"2017-09-28 03:01:38","2017-09-28 03:01:38"
439,439,119,"2017-09-28 23:30:15","2017-09-28 23:30:15"
440,440,119,"2017-09-28 23:30:15","2017-09-28 23:30:15"
441,441,224,"2017-09-29 21:17:57","2017-09-29 21:17:57"
442,442,224,"2017-09-29 21:44:24","2017-09-29 21:44:24"
443,443,103,"2017-10-01 22:32:38","2017-10-01 22:32:38"
444,444,103,"2017-10-02 00:57:15","2017-10-02 00:57:15"
445,445,103,"2017-10-02 01:02:00","2017-10-02 01:02:00"
446,446,29,"2017-10-02 15:51:12","2017-10-02 15:51:12"
447,447,29,"2017-10-02 15:55:51","2017-10-02 15:55:51"
448,448,224,"2017-10-02 20:00:58","2017-10-02 20:00:58"
449,449,29,"2017-10-02 20:22:45","2017-10-02 20:22:45"
450,450,29,"2017-10-02 20:25:46","2017-10-02 20:25:46"
451,451,15,"2017-10-04 19:26:31","2017-10-04 19:26:31"
452,452,184,"2017-10-05 14:29:54","2017-10-05 14:29:54"
453,453,184,"2017-10-05 14:31:16","2017-10-05 14:31:16"
454,454,65,"2017-10-06 17:19:04","2017-10-06 17:19:04"
455,455,214,"2017-10-06 17:41:36","2017-10-06 17:41:36"
456,456,214,"2017-10-06 17:50:04","2017-10-06 17:50:04"
457,457,214,"2017-10-06 18:08:08","2017-10-06 18:08:08"
458,458,229,"2017-10-09 16:49:12","2017-10-09 16:49:12"
459,459,108,"2017-10-11 19:48:09","2017-10-11 19:48:09"
460,460,108,"2017-10-11 20:03:47","2017-10-11 20:03:47"
461,461,108,"2017-10-11 20:22:55","2017-10-11 20:22:55"
462,462,178,"2017-10-12 18:23:15","2017-10-12 18:23:15"
463,463,233,"2017-10-17 16:15:27","2017-10-17 16:15:27"
464,464,233,"2017-10-17 16:18:28","2017-10-17 16:18:28"
465,465,233,"2017-10-17 16:26:08","2017-10-17 16:26:08"
466,466,234,"2017-10-17 20:30:58","2017-10-17 20:30:58"
467,467,55,"2017-10-21 18:41:05","2017-10-21 18:41:05"
468,468,239,"2017-10-23 17:32:41","2017-10-23 17:32:41"
469,469,101,"2017-10-24 16:41:59","2017-10-24 16:41:59"
470,470,101,"2017-10-24 16:55:12","2017-10-24 16:55:12"
471,471,101,"2017-10-24 17:06:23","2017-10-24 17:06:23"
472,472,135,"2017-10-24 17:22:08","2017-10-24 17:22:08"
473,473,135,"2017-10-24 17:35:01","2017-10-24 17:35:01"
474,474,29,"2017-10-25 19:27:34","2017-10-25 19:27:34"
475,475,29,"2017-10-25 20:50:04","2017-10-25 20:50:04"
476,476,145,"2017-10-28 00:49:40","2017-10-28 00:49:40"
477,477,235,"2017-10-30 22:58:53","2017-10-30 22:58:53"
478,478,235,"2017-10-30 23:08:38","2017-10-30 23:08:38"
479,479,235,"2017-10-30 23:18:15","2017-10-30 23:18:15"
480,480,70,"2017-11-03 20:29:43","2017-11-03 20:29:43"
481,481,70,"2017-11-03 20:38:11","2017-11-03 20:38:11"
482,482,70,"2017-11-03 20:40:40","2017-11-03 20:40:40"
483,483,70,"2017-11-03 20:44:02","2017-11-03 20:44:02"
484,484,70,"2017-11-03 20:46:10","2017-11-03 20:46:10"
485,485,246,"2017-11-08 17:16:46","2017-11-08 17:16:46"
486,486,246,"2017-11-08 18:53:18","2017-11-08 18:53:18"
487,487,246,"2017-11-08 18:58:22","2017-11-08 18:58:22"
488,488,148,"2017-11-08 22:45:37","2017-11-08 22:45:37"
489,489,148,"2017-11-08 23:37:42","2017-11-08 23:37:42"
490,490,135,"2017-11-09 20:01:22","2017-11-09 20:01:22"
491,491,135,"2017-11-09 20:01:52","2017-11-09 20:01:52"
492,492,31,"2017-11-11 21:02:03","2017-11-11 21:02:03"
493,493,31,"2017-11-11 21:04:09","2017-11-11 21:04:09"
494,494,221,"2017-11-13 21:22:29","2017-11-13 21:22:29"
495,495,221,"2017-11-13 21:43:06","2017-11-13 21:43:06"
