"id","image_file_name","image_content_type","image_file_size","image_updated_at","created_at","updated_at","creator_id","status","crop_data","image_meta"
6,"robot2.png","image/png",39231,"2017-03-06 14:56:51","2017-03-06 14:56:51","2017-03-06 14:56:51",8,1,NULL,NULL
24,"antron-hat.jpg","image/jpeg",32263,"2017-03-07 21:53:39","2017-03-07 21:53:39","2017-03-07 21:53:39",9,1,NULL,NULL
29,"patricia-flowers.jpg","image/jpeg",46909,"2017-03-09 18:48:25","2017-03-09 18:48:25","2017-05-15 17:48:25",6,-2,NULL,NULL
30,"affiliate-logo.jpg","image/jpeg",37850,"2017-03-09 19:52:01","2017-03-09 19:52:01","2017-03-09 19:52:01",11,1,NULL,NULL
31,"headshot.jpg","image/jpeg",95545,"2017-03-09 19:53:21","2017-03-09 19:53:21","2017-03-09 19:53:21",11,1,NULL,NULL
33,"substance-dyk.jpg","image/jpeg",60602,"2017-06-02 03:36:43","2017-03-10 20:16:32","2017-06-02 03:36:43",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAg8BOgtoZWlnaHRpAaE6CXNpemVp
ArrsOgxjcm9wcGVkewg7BmkCDwE7B2kBoTsIaQKj7A==
"
34,"physical-dyk.jpg","image/jpeg",45744,"2017-06-02 03:36:43","2017-03-10 20:44:41","2017-06-02 03:36:44",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAg8BOgtoZWlnaHRpAZs6CXNpemVp
ArCyOgxjcm9wcGVkewg7BmkCDwE7B2kBmzsIaQKzsg==
"
35,"testing.jpg","image/jpeg",2719916,"2017-06-02 03:36:46","2017-03-13 21:30:16","2017-06-02 03:36:47",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAs4SOgtoZWlnaHRpAuEHOglzaXpl
aQOsgCk6DGNyb3BwZWR7CDsGaQLOEjsHaQLhBzsIaQN3gCk=
"
37,"robot1.png","image/png",35518,"2017-06-02 03:36:48","2017-03-14 15:08:37","2017-06-02 03:36:48",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAiwBOgtoZWlnaHRpAiwBOglzaXpl
aQK+ijoMY3JvcHBlZHsIOwZpAiwBOwdpAiwBOwhpAuCK
"
38,"robot2.png","image/png",39376,"2017-06-02 03:36:48","2017-03-14 15:10:19","2017-06-02 03:36:49",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAiwBOgtoZWlnaHRpAiwBOglzaXpl
aQLQmToMY3JvcHBlZHsIOwZpAiwBOwdpAiwBOwhpAvKZ
"
39,"Screen_Shot_2017-03-14_at_12.41.36_PM.png","image/png",79712,"2017-06-02 03:36:49","2017-03-14 19:41:46","2017-06-02 21:03:51",7,-2,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAfQ6C2hlaWdodGkBmToJc2l6ZWkD
YDcBOgxjcm9wcGVkewg7BmkB9DsHaQGZOwhpA+0sAQ==
"
40,"spotlight-2.jpg","image/jpeg",22158,"2017-06-02 03:36:50","2017-03-14 20:41:09","2017-06-02 03:36:50",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAbo6C2hlaWdodGlvOglzaXplaQKO
VjoMY3JvcHBlZHsIOwZpAbo7B2lvOwhpArJU
"
43,"Homepage_Spotlight1.jpg","image/jpeg",33715,"2017-06-02 03:36:50","2017-03-14 21:02:27","2017-06-02 03:36:51",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAbo6C2hlaWdodGlvOglzaXplaQKz
gzoMY3JvcHBlZHsIOwZpAbo7B2lvOwhpAsKD
"
45,"1489586340393-1266786766.jpg","image/jpeg",547465,"2017-06-02 03:36:53","2017-03-15 13:59:18","2017-06-02 03:36:53",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgAIOgtoZWlnaHRpAoAEOglzaXpl
aQOJWgg6DGNyb3BwZWR7CDsGaQIACDsHaQKABDsIaQN0Wgg=
"
46,"dating-dyk.jpg","image/jpeg",70996,"2017-06-02 03:36:53","2017-03-15 14:03:29","2017-06-02 03:36:54",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgQBOgtoZWlnaHRpAek6CXNpemVp
A1QVAToMY3JvcHBlZHsIOwZpAgQBOwdpAek7CGkDRRUB
"
47,"tag-spotlight-4.jpg","image/jpeg",30858,"2017-06-02 03:36:54","2017-03-15 14:12:08","2017-06-02 03:36:54",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgcBOgtoZWlnaHRpfDoJc2l6ZWkC
ing6DGNyb3BwZWR7CDsGaQIHATsHaXw7CGkCrXg=
"
48,"1489587578776-1480575498.jpg","image/jpeg",3140487,"2017-06-02 03:36:57","2017-03-15 14:17:24","2017-06-02 03:36:59",2,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAqwLOgtoZWlnaHRpAsAUOglzaXpl
aQOH6y86DGNyb3BwZWR7CDsGaQKsCzsHaQLAFDsIaQPt5y8=
"
49,"514112660.jpg","image/jpeg",1395586,"2017-06-02 03:37:00","2017-03-15 15:35:32","2017-06-02 03:37:00",4,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgAIOgtoZWlnaHRpAlcFOglzaXpl
aQOCSxU6DGNyb3BwZWR7CDsGaQIACDsHaQJXBTsIaQMvHBQ=
"
50,"IMG_3293.JPG","image/jpeg",1213194,"2017-06-02 03:37:02","2017-03-15 18:38:10","2017-06-02 03:37:02",6,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAowHOgtoZWlnaHRpAhAKOglzaXpl
aQMKgxI6DGNyb3BwZWR7CDsGaQKMBzsHaQIQCjsIaQNqgxI=
"
52,"john-williams.jpg","image/jpeg",54897,"2017-06-02 03:37:06","2017-03-15 20:44:25","2017-06-02 03:37:06",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvQBOgtoZWlnaHRpAvQBOglzaXpl
aQJx1joMY3JvcHBlZHsIOwZpAvQBOwdpAvQBOwhpAnfW
"
53,"vzf_logo.png","image/png",53063,"2017-06-02 03:37:06","2017-03-15 20:45:14","2017-06-02 03:37:07",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAlMHOgtoZWlnaHRpAqMCOglzaXpl
aQJHzzoMY3JvcHBlZHsIOwZpAlMHOwdpAqMCOwhpAlTP
"
54,"general-announcement-preview.jpg","image/jpeg",100868,"2017-06-02 03:37:07","2017-03-16 16:53:04","2017-06-02 03:37:08",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmMCOgtoZWlnaHRpAhYDOglzaXpl
aQMEigE6DGNyb3BwZWR7CDsGaQJjAjsHaQIWAzsIaQP7iQE=
"
55,"background.jpeg","image/jpeg",288342,"2017-06-02 03:37:08","2017-03-16 16:53:10","2017-06-02 03:37:09",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvYJOgtoZWlnaHRpAoQDOglzaXpl
aQNWZgQ6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQMWZgQ=
"
59,"IMG_3313.JPG","image/jpeg",1113972,"2017-06-02 03:37:10","2017-03-17 15:17:12","2017-06-02 03:37:11",6,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvYJOgtoZWlnaHRpAoQDOglzaXpl
aQN0/xA6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQN7ABE=
"
63,"image.jpg","image/jpeg",2088494,"2017-06-02 03:37:13","2017-03-17 20:06:18","2017-06-02 03:37:14",6,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAsAPOgtoZWlnaHRpAtALOglzaXpl
aQMu3h86DGNyb3BwZWR7CDsGaQLADzsHaQLQCzsIaQPH3R8=
"
65,"phyllis-glink.jpg","image/jpeg",37211,"2017-06-02 03:37:16","2017-03-22 16:05:14","2017-06-02 03:37:16",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvQBOgtoZWlnaHRpAvQBOglzaXpl
aQJbkToMY3JvcHBlZHsIOwZpAvQBOwdpAvQBOwhpAlyR
"
66,"june-matayoshi.jpg","image/jpeg",32304,"2017-06-02 03:37:16","2017-03-22 16:33:33","2017-06-02 03:37:16",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvQBOgtoZWlnaHRpAvQBOglzaXpl
aQIwfjoMY3JvcHBlZHsIOwZpAvQBOwdpAvQBOwhpAjZ+
"
67,"L257-cafeteria-worker.jpg","image/jpeg",2324857,"2017-06-02 03:37:19","2017-03-30 20:17:59","2017-06-02 03:37:22",70,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkAUOgtoZWlnaHRpAoANOglzaXpl
aQN5eSM6DGNyb3BwZWR7CDsGaQJAFDsHaQKADTsIaQN1eSM=
"
68,"AFSCME_L829_C57_TagLogo-White.png","image/png",48079,"2017-06-02 03:37:22","2017-03-30 20:18:46","2017-06-02 03:37:23",70,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpApcIOgtoZWlnaHRpAmgEOglzaXpl
aQLPuzoMY3JvcHBlZHsIOwZpApcIOwdpAmgEOwhpAs+7
"
69,"AFSCME_C57_TagLogo-White.png","image/png",10798,"2017-06-02 03:37:23","2017-04-03 17:31:24","2017-06-02 03:37:23",70,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAg8COgtoZWlnaHRpAgUBOglzaXpl
aQIuKjoMY3JvcHBlZHsIOwZpAg8COwdpAgUBOwhpAi4q
"
70,"L1684-eureka-workers01.jpg","image/jpeg",2137763,"2017-06-02 03:37:26","2017-04-03 17:33:26","2017-06-02 03:37:29",70,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkAUOgtoZWlnaHRpAoANOglzaXpl
aQOjniA6DGNyb3BwZWR7CDsGaQJAFDsHaQKADTsIaQMYnyA=
"
71,"L1684-eureka-workers05.jpg","image/jpeg",2275761,"2017-06-02 03:37:32","2017-04-03 17:33:42","2017-06-02 03:37:34",70,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkAUOgtoZWlnaHRpAoANOglzaXpl
aQOxuSI6DGNyb3BwZWR7CDsGaQJAFDsHaQKADTsIaQNpuiI=
"
72,"happy-hollow-zoo-workers01.jpg","image/jpeg",701348,"2017-06-02 03:37:36","2017-04-03 17:34:34","2017-06-02 03:37:37",70,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkAUOgtoZWlnaHRpAuALOglzaXpl
aQOkswo6DGNyb3BwZWR7CDsGaQJAFDsHaQLgCzsIaQO6swo=
"
73,"STANDUP_419_drop_qtr_size.png","image/png",1326186,"2017-06-02 03:37:39","2017-04-03 18:48:06","2017-06-02 03:37:41",68,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAt4FOgtoZWlnaHRpAqgGOglzaXpl
aQNqPBQ6DGNyb3BwZWR7CDsGaQLeBTsHaQKoBjsIaQNqPBQ=
"
74,"State_Logo_Final.png","image/png",1231079,"2017-06-02 03:38:18","2017-04-03 18:49:41","2017-06-02 21:03:44",7,-2,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpApAzOgtoZWlnaHRpAtgnOglzaXpl
aQPnyBI6DGNyb3BwZWR7CDsGaQKQMzsHaQLYJzsIaQPnyBI=
"
75,"LogoC28color-USETHISONE.jpg","image/jpeg",2345280,"2017-06-02 03:38:58","2017-04-03 18:50:31","2017-06-02 03:38:59",68,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkcQOgtoZWlnaHRpAqYHOglzaXpl
aQNAySM6DGNyb3BwZWR7CDsGaQJHEDsHaQKmBzsIaQOS9yM=
"
76,"1644.logo_plain.jpg","image/jpeg",27695,"2017-06-02 03:39:00","2017-04-03 18:56:54","2017-06-02 03:39:00",16,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAcU6C2hlaWdodGkBxzoJc2l6ZWkC
L2w6DGNyb3BwZWR7CDsGaQHFOwdpAcc7CGkCPmw=
"
77,"CSEA_logo-thumb.jpeg","image/jpeg",25120,"2017-06-02 03:39:00","2017-04-06 19:02:46","2017-06-02 03:39:00",58,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAcg6C2hlaWdodGkByDoJc2l6ZWkC
IGI6DGNyb3BwZWR7CDsGaQHIOwdpAcg7CGkCJWI=
"
78,"REVISED_Council_36_Logo.192bits.jpg","image/jpeg",191874,"2017-06-02 03:39:01","2017-04-12 00:49:03","2017-06-02 03:39:01",32,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoQDOgtoZWlnaHRpAskDOglzaXpl
aQOC7QI6DGNyb3BwZWR7CDsGaQKEAzsHaQLJAzsIaQN47QI=
"
79,"127logo.jpg","image/jpeg",67096,"2017-06-02 03:39:02","2017-04-12 00:53:22","2017-06-02 03:39:02",32,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAqwBOgtoZWlnaHRpAmUBOglzaXpl
aQMYBgE6DGNyb3BwZWR7CDsGaQKsATsHaQJlATsIaQNZBQE=
"
80,"CA_C_36_L_127_logo.jpg","image/jpeg",4918,"2017-06-02 03:39:02","2017-04-12 00:53:38","2017-06-02 03:39:02",32,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpaToLaGVpZ2h0aXM6CXNpemVpAjYT
Ogxjcm9wcGVkewg7BmlpOwdpczsIaQInEw==
"
81,"AFSCME_Florida_Logo_2C.png","image/png",45654,"2017-06-02 03:39:03","2017-04-12 19:44:05","2017-06-02 03:39:04",29,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpArAEOgtoZWlnaHRpArIFOglzaXpl
aQJWsjoMY3JvcHBlZHsIOwZpArAEOwdpArIFOwhpAlay
"
82,"kimberly-wright.jpg","image/jpeg",65815,"2017-06-02 03:39:04","2017-04-20 21:52:02","2017-06-02 03:39:04",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvQBOgtoZWlnaHRpAvQBOglzaXpl
aQMXAQE6DGNyb3BwZWR7CDsGaQL0ATsHaQL0ATsIaQMFAQE=
"
83,"Kiran_Bal_057.JPG","image/jpeg",5390291,"2017-06-02 03:39:07","2017-05-03 14:18:08","2017-06-02 03:39:10",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAsAQOgtoZWlnaHRpAiALOglzaXpl
aQPTP1I6DGNyb3BwZWR7CDsGaQLAEDsHaQIgCzsIaQNmLlI=
"
84,"dock.jpeg","image/jpeg",95785,"2017-06-02 03:39:10","2017-05-03 15:15:09","2017-06-02 03:39:10",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmYEOgtoZWlnaHRpAu4COglzaXpl
aQMpdgE6DGNyb3BwZWR7CDsGaQJmBDsHaQLuAjsIaQO5dQE=
"
85,"20160608_AFSCME00382.JPG","image/jpeg",5170430,"2017-06-02 03:39:14","2017-05-04 20:00:06","2017-06-02 03:39:17",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAuQMOgtoZWlnaHRpAh4KOglzaXpl
aQP+5E46DGNyb3BwZWR7CDsGaQLkDDsHaQIeCjsIaQNHAE8=
"
87,"20160608_AFSCME00455.JPG","image/jpeg",7751988,"2017-06-02 03:39:20","2017-05-08 21:30:18","2017-06-02 03:39:28",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAhAOOgtoZWlnaHRpAjcMOglzaXpl
aQM0SXY6DGNyb3BwZWR7CDsGaQIQDjsHaQI3DDsIaQMXc3Y=
"
88,"AFSCME_Retirees_Logo_Redesign_FINAL_National_Logo_full_color.png","image/png",39054,"2017-06-02 03:39:29","2017-05-08 21:31:05","2017-06-02 03:39:29",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAiMFOgtoZWlnaHRpAiMFOglzaXpl
aQKOmDoMY3JvcHBlZHsIOwZpAiMFOwdpAiMFOwhpAo6Y
"
90,"anne_sears.jpg","image/jpeg",2748924,"2017-06-02 03:39:33","2017-05-17 13:35:22","2017-06-02 03:39:36",4,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAnAXOgtoZWlnaHRpAqAPOglzaXpl
aQP88Sk6DGNyb3BwZWR7CDsGaQJwFzsHaQKgDzsIaQMn8Ck=
"
95,"monarch.png","image/png",615525,"2017-06-02 03:39:38","2017-05-23 13:22:04","2017-06-02 03:39:39",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgADOgtoZWlnaHRpAgACOglzaXpl
aQNlZAk6DGNyb3BwZWR7CDsGaQIAAzsHaQIAAjsIaQNlZAk=
"
96,"iStock-181148709.jpg","image/jpeg",1271223,"2017-06-02 03:39:40","2017-05-23 14:56:09","2017-06-02 03:39:41",4,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkkIOgtoZWlnaHRpAoYFOglzaXpl
aQO3ZRM6DGNyb3BwZWR7CDsGaQJJCDsHaQKGBTsIaQMHaRM=
"
97,"20160608_AFSCME00406.JPG","image/jpeg",4987938,"2017-06-02 03:39:44","2017-05-23 16:17:46","2017-06-02 03:39:46",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAuQMOgtoZWlnaHRpAqoJOglzaXpl
aQMiHEw6DGNyb3BwZWR7CDsGaQLkDDsHaQKqCTsIaQM2NEw=
"
98,"20160608_AFSCME00657.JPG","image/jpeg",5832211,"2017-06-02 03:39:49","2017-05-23 16:20:07","2017-06-02 03:39:51",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAuQMOgtoZWlnaHRpAvoKOglzaXpl
aQMT/lg6DGNyb3BwZWR7CDsGaQLkDDsHaQL6CjsIaQOYC1k=
"
101,"Eric_Wilfong_1.jpg","image/jpeg",8283161,"2017-06-02 03:39:56","2017-05-23 16:48:57","2017-06-02 03:39:59",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQMZZH46DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQMjYX4=
"
102,"Jarred_Trost_2.jpg","image/jpeg",8371535,"2017-06-02 03:40:04","2017-05-23 16:49:27","2017-06-02 03:40:08",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQNPvX86DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQPNwn8=
"
103,"Brandon_House_2.jpg","image/jpeg",8020199,"2017-06-02 03:40:12","2017-05-23 16:53:02","2017-06-02 03:40:16",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQPnYHo6DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQP8ZHo=
"
104,"jimmy-wales-article-card.png","image/png",284280,"2017-06-02 03:40:17","2017-05-23 18:10:07","2017-06-02 03:40:17",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvQBOgtoZWlnaHRpAvsBOglzaXpl
aQN4VgQ6DGNyb3BwZWR7CDsGaQL0ATsHaQL7ATsIaQN4VgQ=
"
105,"UDW.png","image/png",20699,"2017-06-02 03:40:17","2017-05-23 18:10:17","2017-06-02 03:40:17",1,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvQBOgtoZWlnaHRpAiQBOglzaXpl
aQLbUDoMY3JvcHBlZHsIOwZpAvQBOwdpAiQBOwhpAttQ
"
106,"Screen_Shot_2016-12-16_at_8.58.52_PM.png","image/png",435392,"2017-06-02 03:40:18","2017-05-23 18:11:56","2017-06-02 03:40:19",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAooCOgtoZWlnaHRpAncBOglzaXpl
aQPApAY6DGNyb3BwZWR7CDsGaQKKAjsHaQJ3ATsIaQPApAY=
"
107,"hero-1.jpg","image/jpeg",208702,"2017-06-02 03:40:19","2017-05-23 18:16:55","2017-06-02 03:40:20",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkAGOgtoZWlnaHRpAiADOglzaXpl
aQM+LwM6DGNyb3BwZWR7CDsGaQJABjsHaQIgAzsIaQPmLgM=
"
109,"Mary_Kay_logo_black.png","image/png",121763,"2017-06-02 03:40:28","2017-05-23 19:51:26","2017-06-02 03:40:29",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAogTOgtoZWlnaHRpAv0COglzaXpl
aQOj2wE6DGNyb3BwZWR7CDsGaQKIEzsHaQL9AjsIaQOj2wE=
"
110,"small.png","image/png",370396,"2017-06-02 03:40:30","2017-05-24 14:48:07","2017-06-02 03:40:31",3,1,"---
:crop:
- ""-crop""
- 612x792+211+201
:resize:
- ""-resize""
- 1125x951^
:drag:
  :x: ""-211""
  :y: ""-201""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmQCOgtoZWlnaHRpAu4COglzaXpl
aQPcpgU6DGNyb3BwZWR7CDsGaQJkAjsHaQLuAjsIaQPcpgU=
"
112,"_DSC8589.jpg","image/jpeg",414077,"2017-06-02 03:40:31","2017-05-24 15:24:29","2017-06-02 03:40:32",3,1,"---
:crop:
- ""-crop""
- 612x792+509+47
:resize:
- ""-resize""
- 1420x951^
:drag:
  :x: ""-509""
  :y: ""-47""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmQCOgtoZWlnaHRpAhgDOglzaXpl
aQN9UQY6DGNyb3BwZWR7CDsGaQJkAjsHaQIYAzsIaQOQVAY=
"
118,"portrait-2500w.jpg","image/jpeg",116655,"2017-06-02 03:40:33","2017-05-24 16:02:20","2017-06-02 03:40:33",2,1,"---
:crop:
- ""-crop""
- 612x792+78+66
:resize:
- ""-resize""
- 735x1102^
:drag:
  :x: ""-78""
  :y: ""-66""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmQCOgtoZWlnaHRpAhgDOglzaXpl
aQOvxwE6DGNyb3BwZWR7CDsGaQJkAjsHaQIYAzsIaQNjyAE=
"
119,"AFSCME_Retirees_Logo_Redesign_FINAL_National_Logo_full_color.png","image/png",39054,"2017-06-02 03:40:34","2017-05-24 19:23:13","2017-06-02 03:40:34",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAiMFOgtoZWlnaHRpAiMFOglzaXpl
aQKOmDoMY3JvcHBlZHsIOwZpAiMFOwdpAiMFOwhpAo6Y
"
120,"KW_11.1.16-143_Use.jpg","image/jpeg",11689484,"2017-06-02 03:40:39","2017-05-24 19:26:06","2017-06-02 03:40:48",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAqAOOgtoZWlnaHRpAvAVOglzaXpl
aQMMXrI6DGNyb3BwZWR7CDsGaQKgDjsHaQLwFTsIaQPVj7I=
"
121,"Tim_Gutowski_1.jpg","image/jpeg",9364578,"2017-06-02 03:40:52","2017-05-24 20:15:04","2017-06-02 03:40:56",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQNi5I46DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQOZ4Y4=
"
122,"Rick_DeLucio_1.jpg","image/jpeg",8746742,"2017-06-02 03:41:00","2017-05-24 20:15:37","2017-06-02 03:41:04",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQP2doU6DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQPecoU=
"
123,"Stacey_Bashara_1.jpg","image/jpeg",6871358,"2017-06-02 03:41:08","2017-05-24 20:16:27","2017-06-02 03:41:12",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQM+2Wg6DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQOP7Wg=
"
124,"Jarred_Trost_2.jpg","image/jpeg",8371535,"2017-06-02 03:41:16","2017-05-24 20:39:33","2017-06-02 03:41:21",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQNPvX86DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQPNwn8=
"
125,"Randy_Stearns_3.jpg","image/jpeg",8164278,"2017-06-02 03:41:25","2017-05-24 20:40:30","2017-06-02 03:41:29",9,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAoANOgtoZWlnaHRpAkAUOglzaXpl
aQO2k3w6DGNyb3BwZWR7CDsGaQKADTsHaQJAFDsIaQMvmXw=
"
126,"IMG_0848.JPG","image/jpeg",678260,"2017-06-02 03:41:30","2017-05-24 20:46:03","2017-06-02 03:41:31",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkAGOgtoZWlnaHRpArAEOglzaXpl
aQN0WQo6DGNyb3BwZWR7CDsGaQJABjsHaQKwBDsIaQMBRgo=
"
127,"Kiran_Bal_1756x1166.jpg","image/jpeg",90906,"2017-06-02 03:41:31","2017-05-24 22:08:52","2017-06-02 03:41:31",2,1,"---
:crop:
- ""-crop""
- 612x791+140+167
:resize:
- ""-resize""
- 1430x950^
:drag:
  :x: ""-140""
  :y: ""-167""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmQCOgtoZWlnaHRpAg8DOglzaXpl
aQMaYwE6DGNyb3BwZWR7CDsGaQJkAjsHaQIPAzsIaQMSYwE=
"
128,"IMG_3475.JPG","image/jpeg",150423,"2017-06-02 03:41:32","2017-05-25 13:35:43","2017-06-02 03:41:32",3,1,"---
:crop:
- ""-crop""
- 612x791+360+410
:resize:
- ""-resize""
- 1271x950^
:drag:
  :x: ""-360""
  :y: ""-410""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmQCOgtoZWlnaHRpAhwCOglzaXpl
aQOXSwI6DGNyb3BwZWR7CDsGaQJkAjsHaQIcAjsIaQN8SQI=
"
129,"mountains.jpeg","image/jpeg",149033,"2017-06-02 03:41:33","2017-05-25 13:41:27","2017-06-02 03:41:33",1,1,"---
:crop:
- ""-crop""
- 612x791+236+23
:resize:
- ""-resize""
- 2089x950^
:drag:
  :x: ""-236""
  :y: ""-23""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAmQCOgtoZWlnaHRpAhcDOglzaXpl
aQMpRgI6DGNyb3BwZWR7CDsGaQJkAjsHaQIXAzsIaQO+RAI=
"
130,"unnamed.png","image/png",747415,"2017-06-02 03:41:35","2017-05-25 14:05:11","2017-06-02 03:41:36",3,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAv4FOgtoZWlnaHRpAgIDOglzaXpl
aQOXZws6DGNyb3BwZWR7CDsGaQL+BTsHaQICAzsIaQOXZws=
"
